Player ID,Name,Data-version,Rating,Position,Current Price,Average Price Change,LGB Prediction,Transformer Prediction,Action
239542,Hristo Stoichkov,icon gold,LW,90,772227.2727272727,690.7894736842105,417.51393701438826,165.36156,Sell
239111,Gianfranco Zola,icon gold,CF,87,632469.2307692308,671.875,-542.6481842929086,76.672356,Sell
247701,Kenny Dalglish,icon gold,CF,90,1138078.9473684211,666.6666666666666,-458.0549347626891,161.6076,Sell
247327,Carlos Alberto Torres,icon gold,CB,87,690787.6712328767,659.7222222222222,90.96150176919389,147.87294,Sell
4202,Gennaro Gattuso,icon gold,CDM,87,290868.8524590164,658.3333333333334,-917.7892030341692,174.5445,Sell
239528,Franco Baresi,icon gold,CB,91,230554.54545454544,657.4074074074074,-43.75046495405214,161.72119,Sell
239530,Bobby Moore,icon gold,CB,87,129776.59574468085,652.1739130434783,167.78571780224584,162.39566,Sell
239526,Marcel Desailly,icon gold,CDM,88,803950.0,652.1739130434783,-506.6691593707595,163.3889,Sell
254571,Juan Román Riquelme,icon gold,CAM,89,199813.5593220339,646.551724137931,-1176.7277906904383,155.60954,Sell
1040,Roberto Carlos da Silva Rocha,icon gold,LB,88,1141703.125,634.9206349206349,20863.073218523965,174.1956,Sell
237071,Roberto Carlos da Silva Rocha,icon gold,LB,86,522618.05555555556,633.8028169014085,-4.4454738706159524,164.30322,Sell
247555,Manuel Franc. dos Santos,icon gold,RW,92,1336924.2424242424,623.0769230769231,-624.9417306032597,153.09126,Sell
250891,Gianluca Zambrotta,icon gold,LB,87,362638.2978723404,608.695652173913,418.48087858760755,155.28264,Sell
256153,Philipp Lahm,icon gold,LB,87,444549.2957746479,585.7142857142857,9.314942186447396,154.75336,Sell
239064,Fabio Cannavaro,icon gold,CB,87,574931.25,575.9493670886076,-290.0424595996329,165.88219,Sell
237066,Rio Ferdinand,icon gold,CB,88,620635.1351351351,575.3424657534247,838.2213189383478,76.05593,Sell
50574092,João Félix Sequeira,adidas gold,CF,88,714694.3181818182,574.7126436781609,-608.3530058494708,160.7619,Sell
256432,Petr Cech,icon gold,GK,88,323791.6666666667,570.4225352112676,-194.89251910014568,74.78326,Sell
247301,Ronald Koeman,icon gold,CB,88,363253.3333333333,560.8108108108108,47.453561644129024,163.67775,Sell
239067,Fernando Hierro Ruiz,icon gold,CB,86,166780.0,551.0204081632653,-285.37057624186036,75.04091,Sell
238433,Ruud Gullit,icon gold,CM,86,1073168.831168831,546.0526315789474,-198.94920326924787,162.78926,Sell
239055,Marco van Basten,icon gold,ST,91,245919.64285714287,545.4545454545455,9.279988130449432,169.89633,Sell
239109,Jay-Jay Okocha,icon gold,RM,87,184062.5,538.4615384615385,-150.65240004012182,166.09254,Sell
242931,Steven Gerrard,icon gold,CM,89,649545.4545454546,537.0370370370371,-336.4417146829548,77.06193,Sell
239054,Marco van Basten,icon gold,ST,89,263153.8461538461,523.4375,-430.26448239561114,75.99576,Sell
242859,Claude Makélélé,icon gold,CDM,87,763126.7605633803,507.14285714285717,-156.0285655638337,155.03615,Sell
50547915,Andrew Robertson,ucl_live gold,LB,88,271609.57575757575,484.61538461538464,174.40428019934245,162.43216,Sell
261591,Wayne Rooney,icon gold,CF,88,1217263.1578947369,478.72340425531917,266.5957701085398,157.36327,Sell
241788,Mehdi Taremi,gold,ST,79,2088.8888888888887,470.5882352941176,-148.92562450066012,76.84007,Sell
242930,Frank Lampard,icon gold,CM,88,167782.60869565216,466.6666666666667,-127.9651184140033,165.36061,Sell
238386,Carles Puyol Saforcada,icon gold,CB,90,379706.6666666667,452.7027027027027,-936.7232030494396,171.22446,Sell
